Edge,Index,Detector wafer bond pad,DCXpos,DCypos,DTGrouptype,DTGroupindex,DTGoupsection,DTPadlabel,DTPadxpos,DTPadypos,DTPixelrow,DTPixelcolumn,DTPixelsection,DTPixelxcenter,DTPixelycenter,DTRawangle,DTActualangle,DTSignaldescription,BiasName,Bias line,SQUID,SQUID_PIN,Mux chip position,x,y
XBR,XBR351,,44362.79,33829.9,RowPad,4,B,T11-,45791.728,34654.898,4,11,B,42809.956,32129.542,112.5,112.5,90ghz,URNY_B2,3,SQ_09,SQ_09_Ch_47_-,9,42809.956,32129.542
XBR,XBR401,,41712.79,38419.83,RowPad,3,B,T11-,43141.728,39244.833,3,11,B,40159.956,36719.477,157.5,157.5,90ghz,URNY_B1,0,SQ_08,SQ_08_Ch_8_-,8,40159.956,36719.477
XBR,XBR451,,39062.79,43009.77,RowPad,2,B,T11-,40491.728,43834.767,2,11,B,37509.956,41309.412,112.5,112.5,90ghz,URNY_B2,3,SQ_08,SQ_08_Ch_33_-,8,37509.956,41309.412
XBR,XBR501,,36412.79,47599.7,RowPad,1,B,T11-,37841.728,48424.702,1,11,B,34859.956,45899.346,157.5,157.5,90ghz,URNY_B1,0,SQ_08,SQ_08_Ch_58_-,8,34859.956,45899.346
XBR,XBR551,,33952.79,51860.55,RowPad,0,B,T11-,35381.728,52685.547,0,11,B,32209.956,50489.281,112.5,112.5,90ghz,URNY_B2,3,SQ_05,SQ_05_Ch_39_-,3,32209.956,50489.281
XCR,XCR001,,-29983.84,-55334.25,RowPad,11,C,T11-,-29983.842,-56984.248,11,11,C,-30679.978,-53139.281,157.5,37.5,90ghz,LNY_B1,10,SQ_25,SQ_25_Ch_0_-,27,-30679.978,-53139.281
XCR,XCR051,,-24683.84,-55334.25,RowPad,10,C,T11-,-24683.842,-56984.248,10,11,C,-25379.978,-53139.281,112.5,-7.5,90ghz,LNY_B2,7,SQ_25,SQ_25_Ch_25_-,27,-25379.978,-53139.281
XCR,XCR101,,-19383.84,-55334.25,RowPad,9,C,T11-,-19383.842,-56984.248,9,11,C,-20079.978,-53139.281,157.5,37.5,90ghz,LNY_B1,10,SQ_25,SQ_25_Ch_50_-,27,-20079.978,-53139.281
XCR,XCR151,,-14083.84,-55334.25,RowPad,8,C,T11-,-14083.842,-56984.248,8,11,C,-14779.978,-53139.281,112.5,-7.5,90ghz,LNY_B2,7,SQ_22,SQ_22_Ch_11_-,22,-14779.978,-53139.281
XCR,XCR201,,-8783.84,-55334.25,RowPad,7,C,T11-,-8783.842,-56984.248,7,11,C,-9479.978,-53139.281,157.5,37.5,90ghz,LNY_B1,10,SQ_23,SQ_23_Ch_46_-,23,-9479.978,-53139.281
XCR,XCR251,,-3483.84,-55334.25,RowPad,6,C,T11-,-3483.842,-56984.248,6,11,C,-4179.978,-53139.281,112.5,-7.5,90ghz,LNY_B2,7,SQ_26,SQ_26_Ch_7_-,26,-4179.978,-53139.281
XCR,XCR301,,1816.16,-55334.25,RowPad,5,C,T11-,1816.158,-56984.248,5,11,C,1120.022,-53139.281,157.5,37.5,90ghz,LNY_B1,10,SQ_26,SQ_26_Ch_32_-,26,1120.022,-53139.281
XCR,XCR351,,7116.16,-55334.25,RowPad,4,C,T11-,7116.158,-56984.248,4,11,C,6420.022,-53139.281,112.5,-7.5,90ghz,LNY_B2,7,SQ_26,SQ_26_Ch_57_-,26,6420.022,-53139.281
XCR,XCR401,,12416.16,-55334.25,RowPad,3,C,T11-,12416.158,-56984.248,3,11,C,11720.022,-53139.281,157.5,37.5,90ghz,LNY_B1,10,SQ_23,SQ_23_Ch_18_-,23,11720.022,-53139.281
XCR,XCR451,,17716.16,-55334.25,RowPad,2,C,T11-,17716.158,-56984.248,2,11,C,17020.022,-53139.281,112.5,-7.5,90ghz,LNY_B2,7,SQ_24,SQ_24_Ch_53_-,24,17020.022,-53139.281
XCR,XCR501,,23016.16,-55334.25,RowPad,1,C,T11-,23016.158,-56984.248,1,11,C,22320.022,-53139.281,157.5,37.5,90ghz,LNY_B1,10,SQ_27,SQ_27_Ch_14_-,25,22320.022,-53139.281
XCR,XCR551,,27936.16,-55334.25,RowPad,0,C,T11-,27936.158,-56984.248,0,11,C,27620.022,-53139.281,112.5,-7.5,90ghz,LNY_B2,7,SQ_27,SQ_27_Ch_39_-,25,27620.022,-53139.281
XAR,XAR004,2,-33068.95,53391.41,RowPad,11,A,T10+,-34826.616,54487.027,11,10,A,-25379.978,53139.281,112.5,232.5,90ghz,ULNY_B1,2,SQ_03,SQ_03_Ch_2_+,5,-25379.978,53139.281
XAR,XAR054,27,-35718.95,48801.47,RowPad,10,A,T10+,-37476.616,49897.093,10,10,A,-28029.978,48549.346,0,120,NC,ULNY_B2,5,SQ_03,SQ_03_Ch_27_+,5,-28029.978,48549.346
XAR,XAR104,52,-38368.95,44211.54,RowPad,9,A,T10+,-40126.616,45307.158,9,10,A,-30679.978,43959.412,112.5,232.5,90ghz,ULNY_B1,2,SQ_07,SQ_07_Ch_8_+,7,-30679.978,43959.412
XAR,XAR154,77,-41018.95,39621.6,RowPad,8,A,T10+,-42776.616,40717.224,8,10,A,-33329.978,39369.477,157.5,277.5,90ghz,ULNY_B2,5,SQ_07,SQ_07_Ch_33_+,7,-33329.978,39369.477
XAR,XAR204,102,-43668.95,35031.67,RowPad,7,A,T10+,-45426.616,36127.289,7,10,A,-35979.978,34779.542,112.5,232.5,90ghz,ULNY_B1,2,SQ_07,SQ_07_Ch_58_+,7,-35979.978,34779.542
XAR,XAR254,127,-46318.95,30441.73,RowPad,6,A,T10+,-48076.616,31537.354,6,10,A,-38629.978,30189.608,157.5,277.5,90ghz,ULNY_B2,5,SQ_06,SQ_06_Ch_19_+,6,-38629.978,30189.608
XAR,XAR304,152,-48968.95,25851.8,RowPad,5,A,T10+,-50726.616,26947.42,5,10,A,-41279.978,25599.673,112.5,232.5,90ghz,ULNY_B1,2,SQ_06,SQ_06_Ch_44_+,6,-41279.978,25599.673
XAR,XAR354,177,-51618.95,21261.86,RowPad,4,A,T10+,-53376.616,22357.485,4,10,A,-43929.978,21009.739,157.5,277.5,90ghz,ULNY_B2,5,SQ_10,SQ_10_Ch_5_+,13,-43929.978,21009.739
XAR,XAR404,202,-54268.95,16671.93,RowPad,3,A,T10+,-56026.616,17767.55,3,10,A,-46579.978,16419.804,112.5,232.5,90ghz,ULNY_B1,2,SQ_10,SQ_10_Ch_30_+,13,-46579.978,16419.804
XAR,XAR454,227,-56918.95,12081.99,RowPad,2,A,T10+,-58676.616,13177.616,2,10,A,-49229.978,11829.869,157.5,277.5,90ghz,ULNY_B2,5,SQ_10,SQ_10_Ch_55_+,13,-49229.978,11829.869
XAR,XAR504,252,-59568.95,7492.06,RowPad,1,A,T10+,-61326.616,8587.681,1,10,A,-51879.978,7239.935,112.5,232.5,90ghz,ULNY_B1,2,SQ_11,SQ_11_Ch_16_+,12,-51879.978,7239.935
XAR,XAR554,277,-62028.95,3231.21,RowPad,0,A,T10+,-63786.616,4326.836,0,10,A,-54529.978,2650,157.5,277.5,90ghz,ULNY_B2,5,SQ_11,SQ_11_Ch_41_+,12,-54529.978,2650
XBR,XBR004,2,62772.79,1942.84,RowPad,11,B,T10+,64600.458,2917.221,11,10,B,58709.956,-4589.935,112.5,112.5,90ghz,URNY_B1,0,SQ_12,SQ_12_Ch_2_+,11,58709.956,-4589.935
XBR,XBR054,27,60122.79,6532.78,RowPad,10,B,T10+,61950.458,7507.156,10,10,B,56059.956,0,157.5,157.5,90ghz,URNY_B2,3,SQ_12,SQ_12_Ch_27_+,11,56059.956,0
XBR,XBR104,52,57472.79,11122.71,RowPad,9,B,T10+,59300.458,12097.09,9,10,B,53409.956,4589.935,112.5,112.5,90ghz,URNY_B1,0,SQ_12,SQ_12_Ch_52_+,11,53409.956,4589.935
XBR,XBR154,77,54822.79,15712.65,RowPad,8,B,T10+,56650.458,16687.025,8,10,B,50759.956,9179.869,157.5,157.5,90ghz,URNY_B2,3,SQ_13,SQ_13_Ch_13_+,10,50759.956,9179.869
XBR,XBR204,102,52172.79,20302.58,RowPad,7,B,T10+,54000.458,21276.959,7,10,B,48109.956,13769.804,112.5,112.5,90ghz,URNY_B1,0,SQ_13,SQ_13_Ch_38_+,10,48109.956,13769.804
XBR,XBR254,127,49522.79,24892.52,RowPad,6,B,T10+,51350.458,25866.894,6,10,B,45459.956,18359.739,157.5,157.5,90ghz,URNY_B2,3,SQ_13,SQ_13_Ch_63_+,10,45459.956,18359.739
XBR,XBR304,152,46872.79,29482.45,RowPad,5,B,T10+,48700.458,30456.829,5,10,B,42809.956,22949.673,112.5,112.5,90ghz,URNY_B1,0,SQ_09,SQ_09_Ch_24_+,9,42809.956,22949.673
XBR,XBR354,177,44222.79,34072.39,RowPad,4,B,T10+,46050.458,35046.763,4,10,B,40159.956,27539.608,157.5,157.5,90ghz,URNY_B2,3,SQ_09,SQ_09_Ch_49_+,9,40159.956,27539.608
XBR,XBR404,202,41572.79,38662.32,RowPad,3,B,T10+,43400.458,39636.698,3,10,B,37509.956,32129.542,112.5,112.5,90ghz,URNY_B1,0,SQ_08,SQ_08_Ch_10_+,8,37509.956,32129.542
XBR,XBR454,227,38922.79,43252.26,RowPad,2,B,T10+,40750.458,44226.633,2,10,B,34859.956,36719.477,157.5,157.5,90ghz,URNY_B2,3,SQ_08,SQ_08_Ch_35_+,8,34859.956,36719.477
XBR,XBR504,252,36272.79,47842.19,RowPad,1,B,T10+,38100.458,48816.567,1,10,B,32209.956,41309.412,112.5,112.5,90ghz,URNY_B1,0,SQ_08,SQ_08_Ch_60_+,8,32209.956,41309.412
XBR,XBR554,277,33812.79,52103.04,RowPad,0,B,T10+,35640.458,53077.412,0,10,B,29559.956,45899.346,157.5,157.5,90ghz,URNY_B2,3,SQ_05,SQ_05_Ch_41_+,3,29559.956,45899.346
XCR,XCR004,2,-29703.84,-55334.25,RowPad,11,C,T10+,-29773.842,-57404.248,11,10,C,-33329.978,-48549.346,112.5,-7.5,90ghz,LNY_B1,10,SQ_25,SQ_25_Ch_2_+,27,-33329.978,-48549.346
XCR,XCR054,27,-24403.84,-55334.25,RowPad,10,C,T10+,-24473.842,-57404.248,10,10,C,-28029.978,-48549.346,157.5,37.5,90ghz,LNY_B2,7,SQ_25,SQ_25_Ch_27_+,27,-28029.978,-48549.346
XCR,XCR104,52,-19103.84,-55334.25,RowPad,9,C,T10+,-19173.842,-57404.248,9,10,C,-22729.978,-48549.346,112.5,-7.5,90ghz,LNY_B1,10,SQ_25,SQ_25_Ch_52_+,27,-22729.978,-48549.346
XCR,XCR154,77,-13803.84,-55334.25,RowPad,8,C,T10+,-13873.842,-57404.248,8,10,C,-17429.978,-48549.346,157.5,37.5,90ghz,LNY_B2,7,SQ_22,SQ_22_Ch_13_+,22,-17429.978,-48549.346
XCR,XCR204,102,-8503.84,-55334.25,RowPad,7,C,T10+,-8573.842,-57404.248,7,10,C,-12129.978,-48549.346,112.5,-7.5,90ghz,LNY_B1,10,SQ_23,SQ_23_Ch_48_+,23,-12129.978,-48549.346
XCR,XCR254,127,-3203.84,-55334.25,RowPad,6,C,T10+,-3273.842,-57404.248,6,10,C,-6829.978,-48549.346,157.5,37.5,90ghz,LNY_B2,7,SQ_26,SQ_26_Ch_9_+,26,-6829.978,-48549.346
XCR,XCR304,152,2096.16,-55334.25,RowPad,5,C,T10+,2026.158,-57404.248,5,10,C,-1529.978,-48549.346,112.5,-7.5,90ghz,LNY_B1,10,SQ_26,SQ_26_Ch_34_+,26,-1529.978,-48549.346
XCR,XCR354,177,7396.16,-55334.25,RowPad,4,C,T10+,7326.158,-57404.248,4,10,C,3770.022,-48549.346,157.5,37.5,90ghz,LNY_B2,7,SQ_26,SQ_26_Ch_59_+,26,3770.022,-48549.346
XCR,XCR404,202,12696.16,-55334.25,RowPad,3,C,T10+,12626.158,-57404.248,3,10,C,9070.022,-48549.346,112.5,-7.5,90ghz,LNY_B1,10,SQ_23,SQ_23_Ch_20_+,23,9070.022,-48549.346
XCR,XCR454,227,17996.16,-55334.25,RowPad,2,C,T10+,17926.158,-57404.248,2,10,C,14370.022,-48549.346,157.5,37.5,90ghz,LNY_B2,7,SQ_24,SQ_24_Ch_55_+,24,14370.022,-48549.346
XCR,XCR504,252,23296.16,-55334.25,RowPad,1,C,T10+,23226.158,-57404.248,1,10,C,19670.022,-48549.346,112.5,-7.5,90ghz,LNY_B1,10,SQ_27,SQ_27_Ch_16_+,25,19670.022,-48549.346
XCR,XCR554,277,28216.16,-55334.25,RowPad,0,C,T10+,28146.158,-57404.248,0,10,C,24970.022,-48549.346,157.5,37.5,90ghz,LNY_B2,7,SQ_27,SQ_27_Ch_41_+,25,24970.022,-48549.346
XAR,XAR005,,-33068.95,53391.41,RowPad,11,A,T10-,-34497.886,54216.406,11,10,A,-25379.978,53139.281,112.5,232.5,90ghz,ULNY_B1,2,SQ_03,SQ_03_Ch_2_-,5,-25379.978,53139.281
XAR,XAR055,,-35718.95,48801.47,RowPad,10,A,T10-,-37147.886,49626.471,10,10,A,-28029.978,48549.346,0,120,NC,ULNY_B2,5,SQ_03,SQ_03_Ch_27_-,5,-28029.978,48549.346
XAR,XAR105,,-38368.95,44211.54,RowPad,9,A,T10-,-39797.886,45036.536,9,10,A,-30679.978,43959.412,112.5,232.5,90ghz,ULNY_B1,2,SQ_07,SQ_07_Ch_8_-,7,-30679.978,43959.412
XAR,XAR155,,-41018.95,39621.6,RowPad,8,A,T10-,-42447.886,40446.602,8,10,A,-33329.978,39369.477,157.5,277.5,90ghz,ULNY_B2,5,SQ_07,SQ_07_Ch_33_-,7,-33329.978,39369.477
XAR,XAR205,,-43668.95,35031.67,RowPad,7,A,T10-,-45097.886,35856.667,7,10,A,-35979.978,34779.542,112.5,232.5,90ghz,ULNY_B1,2,SQ_07,SQ_07_Ch_58_-,7,-35979.978,34779.542
XAR,XAR255,,-46318.95,30441.73,RowPad,6,A,T10-,-47747.886,31266.733,6,10,A,-38629.978,30189.608,157.5,277.5,90ghz,ULNY_B2,5,SQ_06,SQ_06_Ch_19_-,6,-38629.978,30189.608
XAR,XAR305,,-48968.95,25851.8,RowPad,5,A,T10-,-50397.886,26676.798,5,10,A,-41279.978,25599.673,112.5,232.5,90ghz,ULNY_B1,2,SQ_06,SQ_06_Ch_44_-,6,-41279.978,25599.673
XAR,XAR355,,-51618.95,21261.86,RowPad,4,A,T10-,-53047.886,22086.863,4,10,A,-43929.978,21009.739,157.5,277.5,90ghz,ULNY_B2,5,SQ_10,SQ_10_Ch_5_-,13,-43929.978,21009.739
XAR,XAR405,,-54268.95,16671.93,RowPad,3,A,T10-,-55697.886,17496.929,3,10,A,-46579.978,16419.804,112.5,232.5,90ghz,ULNY_B1,2,SQ_10,SQ_10_Ch_30_-,13,-46579.978,16419.804
XAR,XAR455,,-56918.95,12081.99,RowPad,2,A,T10-,-58347.886,12906.994,2,10,A,-49229.978,11829.869,157.5,277.5,90ghz,ULNY_B2,5,SQ_10,SQ_10_Ch_55_-,13,-49229.978,11829.869
XAR,XAR505,,-59568.95,7492.06,RowPad,1,A,T10-,-60997.886,8317.059,1,10,A,-51879.978,7239.935,112.5,232.5,90ghz,ULNY_B1,2,SQ_11,SQ_11_Ch_16_-,12,-51879.978,7239.935
XAR,XAR555,,-62028.95,3231.21,RowPad,0,A,T10-,-63457.886,4056.214,0,10,A,-54529.978,2650,157.5,277.5,90ghz,ULNY_B2,5,SQ_11,SQ_11_Ch_41_-,12,-54529.978,2650
XBR,XBR005,,62772.79,1942.84,RowPad,11,B,T10-,64201.728,2767.843,11,10,B,58709.956,-4589.935,112.5,112.5,90ghz,URNY_B1,0,SQ_12,SQ_12_Ch_2_-,11,58709.956,-4589.935
XBR,XBR055,,60122.79,6532.78,RowPad,10,B,T10-,61551.728,7357.777,10,10,B,56059.956,0,157.5,157.5,90ghz,URNY_B2,3,SQ_12,SQ_12_Ch_27_-,11,56059.956,0
XBR,XBR105,,57472.79,11122.71,RowPad,9,B,T10-,58901.728,11947.712,9,10,B,53409.956,4589.935,112.5,112.5,90ghz,URNY_B1,0,SQ_12,SQ_12_Ch_52_-,11,53409.956,4589.935
XBR,XBR155,,54822.79,15712.65,RowPad,8,B,T10-,56251.728,16537.647,8,10,B,50759.956,9179.869,157.5,157.5,90ghz,URNY_B2,3,SQ_13,SQ_13_Ch_13_-,10,50759.956,9179.869
XBR,XBR205,,52172.79,20302.58,RowPad,7,B,T10-,53601.728,21127.581,7,10,B,48109.956,13769.804,112.5,112.5,90ghz,URNY_B1,0,SQ_13,SQ_13_Ch_38_-,10,48109.956,13769.804
XBR,XBR255,,49522.79,24892.52,RowPad,6,B,T10-,50951.728,25717.516,6,10,B,45459.956,18359.739,157.5,157.5,90ghz,URNY_B2,3,SQ_13,SQ_13_Ch_63_-,10,45459.956,18359.739
XBR,XBR305,,46872.79,29482.45,RowPad,5,B,T10-,48301.728,30307.45,5,10,B,42809.956,22949.673,112.5,112.5,90ghz,URNY_B1,0,SQ_09,SQ_09_Ch_24_-,9,42809.956,22949.673
XBR,XBR355,,44222.79,34072.39,RowPad,4,B,T10-,45651.728,34897.385,4,10,B,40159.956,27539.608,157.5,157.5,90ghz,URNY_B2,3,SQ_09,SQ_09_Ch_49_-,9,40159.956,27539.608
XBR,XBR405,,41572.79,38662.32,RowPad,3,B,T10-,43001.728,39487.32,3,10,B,37509.956,32129.542,112.5,112.5,90ghz,URNY_B1,0,SQ_08,SQ_08_Ch_10_-,8,37509.956,32129.542
XBR,XBR455,,38922.79,43252.26,RowPad,2,B,T10-,40351.728,44077.254,2,10,B,34859.956,36719.477,157.5,157.5,90ghz,URNY_B2,3,SQ_08,SQ_08_Ch_35_-,8,34859.956,36719.477
XBR,XBR505,,36272.79,47842.19,RowPad,1,B,T10-,37701.728,48667.189,1,10,B,32209.956,41309.412,112.5,112.5,90ghz,URNY_B1,0,SQ_08,SQ_08_Ch_60_-,8,32209.956,41309.412
XBR,XBR555,,33812.79,52103.04,RowPad,0,B,T10-,35241.728,52928.034,0,10,B,29559.956,45899.346,157.5,157.5,90ghz,URNY_B2,3,SQ_05,SQ_05_Ch_41_-,3,29559.956,45899.346
XCR,XCR005,,-29703.84,-55334.25,RowPad,11,C,T10-,-29703.842,-56984.248,11,10,C,-33329.978,-48549.346,112.5,-7.5,90ghz,LNY_B1,10,SQ_25,SQ_25_Ch_2_-,27,-33329.978,-48549.346
XCR,XCR055,,-24403.84,-55334.25,RowPad,10,C,T10-,-24403.842,-56984.248,10,10,C,-28029.978,-48549.346,157.5,37.5,90ghz,LNY_B2,7,SQ_25,SQ_25_Ch_27_-,27,-28029.978,-48549.346
XCR,XCR105,,-19103.84,-55334.25,RowPad,9,C,T10-,-19103.842,-56984.248,9,10,C,-22729.978,-48549.346,112.5,-7.5,90ghz,LNY_B1,10,SQ_25,SQ_25_Ch_52_-,27,-22729.978,-48549.346
XCR,XCR155,,-13803.84,-55334.25,RowPad,8,C,T10-,-13803.842,-56984.248,8,10,C,-17429.978,-48549.346,157.5,37.5,90ghz,LNY_B2,7,SQ_22,SQ_22_Ch_13_-,22,-17429.978,-48549.346
XCR,XCR205,,-8503.84,-55334.25,RowPad,7,C,T10-,-8503.842,-56984.248,7,10,C,-12129.978,-48549.346,112.5,-7.5,90ghz,LNY_B1,10,SQ_23,SQ_23_Ch_48_-,23,-12129.978,-48549.346
XCR,XCR255,,-3203.84,-55334.25,RowPad,6,C,T10-,-3203.842,-56984.248,6,10,C,-6829.978,-48549.346,157.5,37.5,90ghz,LNY_B2,7,SQ_26,SQ_26_Ch_9_-,26,-6829.978,-48549.346
XCR,XCR305,,2096.16,-55334.25,RowPad,5,C,T10-,2096.158,-56984.248,5,10,C,-1529.978,-48549.346,112.5,-7.5,90ghz,LNY_B1,10,SQ_26,SQ_26_Ch_34_-,26,-1529.978,-48549.346
XCR,XCR355,,7396.16,-55334.25,RowPad,4,C,T10-,7396.158,-56984.248,4,10,C,3770.022,-48549.346,157.5,37.5,90ghz,LNY_B2,7,SQ_26,SQ_26_Ch_59_-,26,3770.022,-48549.346
XCR,XCR405,,12696.16,-55334.25,RowPad,3,C,T10-,12696.158,-56984.248,3,10,C,9070.022,-48549.346,112.5,-7.5,90ghz,LNY_B1,10,SQ_23,SQ_23_Ch_20_-,23,9070.022,-48549.346
XCR,XCR455,,17996.16,-55334.25,RowPad,2,C,T10-,17996.158,-56984.248,2,10,C,14370.022,-48549.346,157.5,37.5,90ghz,LNY_B2,7,SQ_24,SQ_24_Ch_55_-,24,14370.022,-48549.346
XCR,XCR505,,23296.16,-55334.25,RowPad,1,C,T10-,23296.158,-56984.248,1,10,C,19670.022,-48549.346,112.5,-7.5,90ghz,LNY_B1,10,SQ_27,SQ_27_Ch_16_-,25,19670.022,-48549.346
XCR,XCR555,,28216.16,-55334.25,RowPad,0,C,T10-,28216.158,-56984.248,0,10,C,24970.022,-48549.346,157.5,37.5,90ghz,LNY_B2,7,SQ_27,SQ_27_Ch_41_-,25,24970.022,-48549.346
XAR,XAR008,4,-33208.95,53148.92,RowPad,11,A,T09+,-34966.616,54244.54,11,9,A,-20079.978,53139.281,157.5,277.5,90ghz,ULNY_B1,2,SQ_03,SQ_03_Ch_4_+,5,-20079.978,53139.281
XAR,XAR058,29,-35858.95,48558.98,RowPad,10,A,T09+,-37616.616,49654.606,10,9,A,-22729.978,48549.346,112.5,232.5,90ghz,ULNY_B2,5,SQ_03,SQ_03_Ch_29_+,5,-22729.978,48549.346
XAR,XAR108,54,-38508.95,43969.05,RowPad,9,A,T09+,-40266.616,45064.671,9,9,A,-25379.978,43959.412,157.5,277.5,90ghz,ULNY_B1,2,SQ_07,SQ_07_Ch_10_+,7,-25379.978,43959.412
XAR,XAR158,79,-41158.95,39379.11,RowPad,8,A,T09+,-42916.616,40474.736,8,9,A,-28029.978,39369.477,112.5,232.5,90ghz,ULNY_B2,5,SQ_07,SQ_07_Ch_35_+,7,-28029.978,39369.477
XAR,XAR208,104,-43808.95,34789.18,RowPad,7,A,T09+,-45566.616,35884.802,7,9,A,-30679.978,34779.542,157.5,277.5,90ghz,ULNY_B1,2,SQ_07,SQ_07_Ch_60_+,7,-30679.978,34779.542
XAR,XAR258,129,-46458.95,30199.24,RowPad,6,A,T09+,-48216.616,31294.867,6,9,A,-33329.978,30189.608,112.5,232.5,90ghz,ULNY_B2,5,SQ_06,SQ_06_Ch_21_+,6,-33329.978,30189.608
XAR,XAR308,154,-49108.95,25609.31,RowPad,5,A,T09+,-50866.616,26704.933,5,9,A,-35979.978,25599.673,157.5,277.5,90ghz,ULNY_B1,2,SQ_06,SQ_06_Ch_46_+,6,-35979.978,25599.673
XAR,XAR358,179,-51758.95,21019.38,RowPad,4,A,T09+,-53516.616,22114.998,4,9,A,-38629.978,21009.739,112.5,232.5,90ghz,ULNY_B2,5,SQ_10,SQ_10_Ch_7_+,13,-38629.978,21009.739
XAR,XAR408,204,-54408.95,16429.44,RowPad,3,A,T09+,-56166.616,17525.063,3,9,A,-41279.978,16419.804,157.5,277.5,90ghz,ULNY_B1,2,SQ_10,SQ_10_Ch_32_+,13,-41279.978,16419.804
XAR,XAR458,229,-57058.95,11839.51,RowPad,2,A,T09+,-58816.616,12935.129,2,9,A,-43929.978,11829.869,112.5,232.5,90ghz,ULNY_B2,5,SQ_10,SQ_10_Ch_57_+,13,-43929.978,11829.869
XAR,XAR508,254,-59708.95,7249.57,RowPad,1,A,T09+,-61466.616,8345.194,1,9,A,-46579.978,7239.935,157.5,277.5,90ghz,ULNY_B1,2,SQ_11,SQ_11_Ch_18_+,12,-46579.978,7239.935
XAR,XAR558,279,-62168.95,2988.73,RowPad,0,A,T09+,-63926.616,4084.349,0,9,A,-49229.978,2650,112.5,232.5,90ghz,ULNY_B2,5,SQ_11,SQ_11_Ch_43_+,12,-49229.978,2650
XBR,XBR008,4,62632.79,2185.33,RowPad,11,B,T09+,64460.458,3159.708,11,9,B,56059.956,-9179.869,157.5,157.5,90ghz,URNY_B1,0,SQ_12,SQ_12_Ch_4_+,11,56059.956,-9179.869
XBR,XBR058,29,59982.79,6775.27,RowPad,10,B,T09+,61810.458,7749.643,10,9,B,53409.956,-4589.935,112.5,112.5,90ghz,URNY_B2,3,SQ_12,SQ_12_Ch_29_+,11,53409.956,-4589.935
XBR,XBR108,54,57332.79,11365.2,RowPad,9,B,T09+,59160.458,12339.577,9,9,B,50759.956,0,157.5,157.5,90ghz,URNY_B1,0,SQ_12,SQ_12_Ch_54_+,11,50759.956,0
XBR,XBR158,79,54682.79,15955.14,RowPad,8,B,T09+,56510.458,16929.512,8,9,B,48109.956,4589.935,112.5,112.5,90ghz,URNY_B2,3,SQ_13,SQ_13_Ch_15_+,10,48109.956,4589.935
XBR,XBR208,104,52032.79,20545.07,RowPad,7,B,T09+,53860.458,21519.447,7,9,B,45459.956,9179.869,157.5,157.5,90ghz,URNY_B1,0,SQ_13,SQ_13_Ch_40_+,10,45459.956,9179.869
XBR,XBR258,129,49382.79,25135.01,RowPad,6,B,T09+,51210.458,26109.381,6,9,B,42809.956,13769.804,112.5,112.5,90ghz,URNY_B2,3,SQ_09,SQ_09_Ch_1_+,9,42809.956,13769.804
XBR,XBR308,154,46732.79,29724.94,RowPad,5,B,T09+,48560.458,30699.316,5,9,B,40159.956,18359.739,157.5,157.5,90ghz,URNY_B1,0,SQ_09,SQ_09_Ch_26_+,9,40159.956,18359.739
XBR,XBR358,179,44082.79,34314.87,RowPad,4,B,T09+,45910.458,35289.25,4,9,B,37509.956,22949.673,112.5,112.5,90ghz,URNY_B2,3,SQ_09,SQ_09_Ch_51_+,9,37509.956,22949.673
XBR,XBR408,204,41432.79,38904.81,RowPad,3,B,T09+,43260.458,39879.185,3,9,B,34859.956,27539.608,157.5,157.5,90ghz,URNY_B1,0,SQ_08,SQ_08_Ch_12_+,8,34859.956,27539.608
XBR,XBR458,229,38782.79,43494.74,RowPad,2,B,T09+,40610.458,44469.12,2,9,B,32209.956,32129.542,112.5,112.5,90ghz,URNY_B2,3,SQ_08,SQ_08_Ch_37_+,8,32209.956,32129.542
XBR,XBR508,254,36132.79,48084.68,RowPad,1,B,T09+,37960.458,49059.054,1,9,B,29559.956,36719.477,157.5,157.5,90ghz,URNY_B1,0,SQ_08,SQ_08_Ch_62_+,8,29559.956,36719.477
XBR,XBR558,279,33672.79,52345.52,RowPad,0,B,T09+,35500.458,53319.899,0,9,B,26909.956,41309.412,112.5,112.5,90ghz,URNY_B2,3,SQ_05,SQ_05_Ch_43_+,3,26909.956,41309.412
XCR,XCR008,4,-29423.84,-55334.25,RowPad,11,C,T09+,-29493.842,-57404.248,11,9,C,-35979.978,-43959.412,157.5,37.5,90ghz,LNY_B1,10,SQ_25,SQ_25_Ch_4_+,27,-35979.978,-43959.412
XCR,XCR058,29,-24123.84,-55334.25,RowPad,10,C,T09+,-24193.842,-57404.248,10,9,C,-30679.978,-43959.412,112.5,-7.5,90ghz,LNY_B2,7,SQ_25,SQ_25_Ch_29_+,27,-30679.978,-43959.412
XCR,XCR108,54,-18823.84,-55334.25,RowPad,9,C,T09+,-18893.842,-57404.248,9,9,C,-25379.978,-43959.412,157.5,37.5,90ghz,LNY_B1,10,SQ_25,SQ_25_Ch_54_+,27,-25379.978,-43959.412
XCR,XCR158,79,-13523.84,-55334.25,RowPad,8,C,T09+,-13593.842,-57404.248,8,9,C,-20079.978,-43959.412,112.5,-7.5,90ghz,LNY_B2,7,SQ_22,SQ_22_Ch_15_+,22,-20079.978,-43959.412
